namespace,term_localName,label,definition,usage,notes,examples,rdf_type,tdwgutility_organizedInClass,tdwgutility_required,tdwgutility_repeatable,term_status,term_added,term_modified
ltc:,preservationMethod,Preservation Method,"A term used to classify or describe an object that indicates the primary or most recent action, measure or process that has been used in order to preserve the objects in the collection for long-term storage.",For the purposes of a collection description preservationType should be used to describe the larger collection,Preservation method generally describes the final storage state. Not intended to be used as the fossilization method. Use preservationMode for that. This field is intended to be use where a collection has a single or prominent preservationMethod. We recommend the Arctos PART_PRESERVATION vocabulary (https://arctos.database.museum/info/ctDocumentation.cfm?table=CTPART_PRESERVATION). For herbarium sheets use 'dried_pressed'. If an alcohol collection uses mixed percentages use 'alcohol'.,"`dried`, `dried_pressed`, `dried_pinned`, `Dried assemblage`, `Dried - not assembled`, `Dry preserved`, `papered/packaged`, `slide box`, `Skeletonized`, `Tanned`, `mounted`, `Slide mount`, `Embedded`, `gum_arabic`, `Blood sampling cards (biomedical)`, `Fluid preserved`, `Alcohol, formaledhyde`, `glycerin`, `EDTA`, `frozen / cryopreserved`, `Cryopreserved / frozen - 80C`, `refrigerated`, `freeze_dried`, `Surface coating`, `SEM stub`, `Stasis`, `cell culture`, `axenic culture`, `viable cells`, `Controlled atmosphere`, `Climate controlled conditions`, `Non climate controlled conditions`, `no_treatment`, etc.",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,ObjectGroup,No,Yes,original,08/07/2022,
ltc:,preservationMode,Preservation Mode,"The means by which a palaeontological specimen was preserved or created e.g. body, cast, mold, trace fossil, soft parts mineralised etc.",Use to describe the preservation mode of a collection as a whole (e.g. Amber collection).,This property should be only used in association with ObjectGroups that contain paleontological material. It is aligned with the concept of preservationMode in ABCD(EFG) (https://efg.geocase.eu/documentation/html/efg.html#element_PreservationMode_Link03032878).,"`adpression/compression`, `body`, `cast`, `charcoalification`, `coalified`, `concretion`, `dissolution traces`, `mold/impression`, `permineralised`, `recrystallised`, `soft parts`, `trace`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,ObjectGroup,No,Yes,original,08/07/2022,
ltc:,typeOfObjectGroup,Type Of Object Group,Additional information that describes the object(s) in the collection.,,"High-level information that enables the finding of the group and/or its object(s) in searches by users on the web using attributes commonly of interest. Recommended best practice is to use a controlled vocabulary. Terms such as soil, pollen, faeces, muscle, genomic DNA are currently put in preparationType.","if baseTypeOfObjectGroup = `MaterialEntity`: `Living`, `Preserved`, `Fossilized`, `Non-biological`, `Human-made`; if baseTypeOfObjectGroup = `InformationArtefact`: `Digital`, `Physical`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,ObjectGroup,No,Yes,original,08/07/2022,
ltc:,OrganisationalUnit,Organisational Unit,"A unit within an organisational hierarchy which may be at, above or below the institutional level.",,"This class can represent any level of organisational unit, incorporating institutions (e.g. a museum), higher units (e.g. a university to which a museum belongs) and more detailed structures (e.g the departments and divisions within a museum). It can be used to arrange these different units at different levels into a hierarchical structure. This class combines aspects of both class org:Organization (https://www.w3.org/TR/2014/REC-vocab-org-20140116/#org:Organization) and class org:OrganizationalUnit (https://www.w3.org/TR/2014/REC-vocab-org-20140116/#org:OrganizationalUnit) from the W3C Organization Ontology ORG (https://www.w3.org/TR/2014/REC-vocab-org-20140116/#overview-of-ontology). Recommended best practice is to associate a unique, persistent organisational identifier (PID) with each created organisational unit. This will allow an unambiguous and continual identification of the unit, as well as the creation of organisational hierarchies. Existing providers of PIDs for organisations are, e.g. https://grid.ac/ and https://ror.org/. The provision of organisational PIDs might be extended to intra-organisational units in the future. Properties of Class: Identifier can be used to add identifier information for organisational units.",,http://www.w3.org/2000/01/rdf-schema#Class,OrganisationalUnit,No,Yes,original,08/07/2022,
ltc:,hasAddress,Has Address,This property refers to one or more related instances of the Address class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,OrganisationalUnit,No,No,original,08/07/2022,
ltc:,hasContactDetail,Has Contact Detail,This property refers to one or more related instances of the ContactDetail class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,OrganisationalUnit,No,No,original,08/07/2022,
ltc:,hasIdentifier,Has Identifier,This property refers to one or more related instances of the Identifier class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,OrganisationalUnit,No,No,original,08/07/2022,
ltc:,hasMeasurementOrFact,Has Measurement Or Fact,This property refers to one or more related instances of the MeasurementOrFact class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,OrganisationalUnit,No,No,original,08/07/2022,
ltc:,hasParentOrganisationalUnit,Has Parent Organisational Unit,This property refers to one or more related parent instances of the OrganisationalUnit class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,OrganisationalUnit,No,No,original,08/07/2022,
ltc:,hasPersonRole,Has Person Role,This property refers to one or more related instances of the PersonRole class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,OrganisationalUnit,No,No,original,08/07/2022,
ltc:,hasReference,Has Reference,This property refers to one or more related instances of the Reference class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,OrganisationalUnit,No,No,original,08/07/2022,
ltc:,organisationalUnitName,Organisational Unit Name,An official name of the organisational unit in the local language.,,"Repeatable where there are more than one official local language required for example Belgian Institutions where an official name exists in French, Dutch, German and English. See 'A Collection of Crosswalks from Fifteen Research Data Schemas to Schema.org' (https://www.rd-alliance.org/group/research-metadata-schemas-wg/outcomes/collection-crosswalks-fifteen-research-data-schemas) from RDA for crosswalks for properties with the function of Name, Title, etc. Take into account the note at the class level (Class:OrganisationalUnit) about associating an identifier in addition to a name with the organisational unit.","`Muséum national d'Histoire naturelle`, `The Field Museum of Natural History`, `Division of Fishes`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,OrganisationalUnit,Yes,No,original,08/07/2022,
ltc:,organisationalUnitType,Organisational Unit Type,The type or level of organisational unit within a hierarchy responsible for the management of the collection being described.,,Example vocabulary list: https://vocab.org/aiiso/ . This property is likely related to the W3C class org:Role (https://www.w3.org/TR/2014/REC-vocab-org-20140116/#class-role).,"`Department` (A group of people recognised by an organization as forming a cohesive group referred to by the organization as a department), `Division` (A group of people recognised by an organization as forming a cohesive group referred to by the organization as a division)",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,OrganisationalUnit,Yes,No,original,08/07/2022,
ltc:,Person,Person,"A person (alive, dead, undead, or fictional).",A person (alive or dead).,"This concept should map to the Schema.org Person class (https://schema.org/Person), and the prov:Person class (http://www.w3.org/ns/prov#Person) in the PROV ontology. In the latter, it is a subclass of prov:Agent, which through which it can map to the RDA recommendations on attribution (http://dx.doi.org/10.15497/RDA00029). The definition is appropriated from the Schema.org class.",,http://www.w3.org/2000/01/rdf-schema#Class,Person,No,Yes,original,08/07/2022,
schema:,additionalName,Additional Name,"An additional name for a Person, can be used for a middle name.",,,"`Stewart`, `Grace`, `Manthey`, `Kwame`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,Person,No,No,original,08/07/2022,
schema:,familyName,Family Name,"Family name. In the U.S., the last name of a Person.",,,"`Jones`, `Keita`, `O'Rourke`, `Carreño Quiñones`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,Person,No,No,original,08/07/2022,
abcd:,fullName,Full Name,Preferred form of personal name for display as a string.,,,"`James Ewert Bradshaw`, `T. van Hooijdonk`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,Person,No,No,original,08/07/2022,
schema:,givenName,Given Name,"Given name. In the U.S., the first name of a Person.",,,"`Beth`, `John`, `María José`, `Björn`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,Person,No,No,original,08/07/2022,
ltc:,hasAddress,Has Address,This property refers to one or more related instances of the Address class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,Person,No,No,original,08/07/2022,
ltc:,hasContactDetail,Has Contact Detail,This property refers to one or more related instances of the ContactDetail class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,Person,No,No,original,08/07/2022,
ltc:,hasIdentifier,Has Identifier,This property refers to one or more related instances of the Identifier class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,Person,No,No,original,08/07/2022,
ltc:,hasMeasurementOrFact,Has Measurement Or Fact,This property refers to one or more related instances of the MeasurementOrFact class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,Person,No,No,original,08/07/2022,
ltc:,hasReference,Has Reference,This property refers to one or more related instances of the Reference class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,Person,No,No,original,08/07/2022,
ltc:,PersonRole,Person Role,A qualified association between a Person or OrganisationalUnit and an entity such as an ObjectGroup or MeasurementOrFact that enables the relationship to be contextualised with a specific role and time period.,,"This class is aligned with the prov:qualifiedAttribution property (http://www.w3.org/ns/prov#qualifiedAttribution). It should be used instead of the Activity and PersonActivity classes to link a Person or OrganisationalUnit to an entity in situations where an activity is not know or is irrelevant, for example for describing a person's role within an organisation. It is not mandatory to link to either a Person or a Role in this class, to support use cases where a role is known but the person who fulfilled it is not, and where a person is known to have been involved but the context is not. However, it's expected that at least one of the hasPerson and hasRole properties is populated.",,http://www.w3.org/2000/01/rdf-schema#Class,PersonRole,No,Yes,original,08/07/2022,
ltc:,hasAddress,Has Address,This property refers to one or more related instances of the Address class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,PersonRole,No,No,original,08/07/2022,
ltc:,hasContactDetail,Has Contact Detail,This property refers to one or more related instances of the ContactDetail class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,PersonRole,No,No,original,08/07/2022,
ltc:,hasIdentifier,Has Identifier,This property refers to one or more related instances of the Identifier class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,PersonRole,No,No,original,08/07/2022,
ltc:,hasMeasurementOrFact,Has Measurement Or Fact,This property refers to one or more related instances of the MeasurementOrFact class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,PersonRole,No,No,proposed,22/09/2022,
ltc:,hasPerson,Has Person,This property refers to one or more related instances of the Person class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,PersonRole,No,No,original,08/07/2022,
ltc:,hasReference,Has Reference,This property refers to one or more related instances of the Reference class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,PersonRole,No,No,original,08/07/2022,
ltc:,hasRole,Has Role,This property refers to one or more related instances of the Role class.,,This property maps to the PROV-O property hadRole (http://www.w3.org/ns/prov#hadRole).,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,PersonRole,No,Yes,proposed,06/04/2023,
ltc:,hasTemporalCoverage,Has Temporal Coverage,This property refers to one or more related instances of the TemporalCoverage class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,PersonRole,No,No,original,08/07/2022,
ltc:,RecordLevel,Record Level,The machine-actionable information profile for the collection description digital object.,,Linked to the RDA PID Kernel recommendation (https://www.rd-alliance.org/system/files/RDA%20Recommendation%20on%20PID%20Kernel%20Information_final.pdf),,http://www.w3.org/2000/01/rdf-schema#Class,RecordLevel,Yes,Yes,original,08/07/2022,
ltc:,hasIdentifier,Has Identifier,"This property refers to one or more related instances of the Identifier class. Every RecordLevel class must contain at least one Identifier, preferably a PID. ",,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,RecordLevel,Yes,No,original,08/07/2022,
ltc:,hasObjectGroup,Has Object Group,This property refers to one or more related instances of the ObjectGroup class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,RecordLevel,No,No,original,08/07/2022,
ltc:,hasPersonRole,Has Person Role,This property refers to one or more related instances of the PersonRole class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,RecordLevel,No,No,original,08/07/2022,
ltc:,hasReference,Has Reference,This property refers to one or more related instances of the Reference class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,RecordLevel,No,No,original,08/07/2022,
ltc:,hasResourceRelationship,Has Resource Relationship,This property refers to one or more related instances of the ResourceRelationship class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,RecordLevel,No,No,original,08/07/2022,
ltc:,isDerivedCollection,Is Derived Collection,A flag to indicate that the collection description has been generated by aggregating data from one or more underlying datasets of its individual objects.,,"If `true`, the LtC record has been wholly generated through the synthesis of existing digital records, such as by a programmatic aggregation of specimen records. If `false`, the LtC record is known to have been generated through some other method, such as in response to an institutional survey. Leaving this field blank indicates that the method used to construct the record is unknown or has yet to be recorded.","`true`, `false`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,RecordLevel,No,No,original,08/07/2022,
dc:,license,License,A legal document giving official permission to do something with the resource.,A legal document giving official permission to do something with the collection description record.,"Recommended practice is to identify the license document with a URI. If this is not possible or feasible, a literal value that identifies the license may be provided.","`https://creativecommons.org/licenses/by/4.0/`, `https://creativecommons.org/publicdomain/zero/1.0/`, `https://creativecommons.org/licenses/by/4.0/legalcode`, `https://opendatacommons.org/licenses/by/1.0/`, `http://unlicense.org/`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,RecordLevel,Yes,No,original,08/07/2022,
dc:,recordRights,Record Rights,Information about rights held in and over the resource.,A statement of any rights held in/over the collection description record.,"Typically, rights information includes a statement about various property rights associated with the resource, including intellectual property rights. Recommended practice is to refer to a rights statement with a URI. If this is not possible or feasible, a literal value (name, label, or short text) may be provided.","`http://scratchpads.eu/about/policies/termsandconditions`, `All rights reserved by DataOwner Ltd.`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,RecordLevel,No,No,original,08/07/2022,
dc:,rightsHolder,Rights Holder,A person or organization owning or managing rights over the resource.,A person or organization owning or managing rights held in/over the collection description record.,"Recommended practice is to refer to the rights holder with a URI. If this is not possible or feasible, a literal value that identifies the rights holder may be provided.","`Smith, Clare`, `Natural History Museum, London`, `https://orcid.org/XXXX-XXXX-XXXX-XXXX`, `https://ror.org/XXaaaXXXX`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,RecordLevel,No,No,original,08/07/2022,
ltc:,Reference,Reference,A reference to external resources and information related to the class.,,"In Latimer Core, this class can be used to store references to publications, policies, datasets and other online resources such as websites, related to classes within the standard.",,http://www.w3.org/2000/01/rdf-schema#Class,Reference,No,Yes,original,08/07/2022,
ltc:,hasIdentifier,Has Identifier,This property refers to one or more related instances of the Identifier class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,Reference,No,No,original,08/07/2022,
ltc:,referenceDetails,Reference Details,Detailed information about the resource being referenced.,,,"`This dataset includes a Darwin Core Archive of the ~8000 specimens digitised to date, of which ~80% also have an associated label image.`, `de Mestier A, Mulcahy D, Harris DJ, et al. (2023) Policies Handbook on Using Molecular Collections. Research Ideas and Outcomes 9: e102908. https://doi.org/10.3897/rio.9.e102908`, `Suggested citation: USDA-ARS US National Fungus Collection (2023). USDA United States National Fungus Collections. Occurrence dataset https://doi.org/10.15468/w78rwb accessed via GBIF.org on 2023-04-27.`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,Reference,No,No,original,08/07/2022,
ltc:,referenceName,Reference Name,A name given to a reference.,,"If the reference is to a publication, this field should hold the publication title; otherwise any appropriate, short, text label relevant to the resource being referenced may be used.","`Digitised specimen records on the NHM Data Portal`, `Using a Collection Health Index to prioritise access and activities in the New Zealand Arthropod Collection`, `BGBM loans policy`, `Herbarium Wikipedia page`, `NMNH website`, `Related sequences in GenBank`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,Reference,No,No,original,08/07/2022,
ltc:,referenceType,Reference Type,The type of resource being referenced.,,This property is intended to be used for a high level categorisation of resource types.,"`Policy`, `Document`, `Website`, `Dataset`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,Reference,No,No,original,08/07/2022,
abcd:,resourceURI,Resource URI,A preferably resolvable URI to uniquely identify a concept.,A preferably resolvable URI providing access to the resource defined in the reference.,,"`10.5072/example-full`, `https://examplemuseum.org/policies/loans-policy.pdf`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,Reference,No,No,original,08/07/2022,
ltc:,ResourceRelationship,Resource Relationship,"A relationship between an instance of a class in the collection description standard to another instance of the same class, or an instance of a different class in the standard.",,"In the context of this standard, the resources are the collections of objects represented by the ObjectGroup. This class can be used to define different semantic and hierarchical relationships between ObjectGroups.",,http://www.w3.org/2000/01/rdf-schema#Class,ResourceRelationship,No,Yes,original,08/07/2022,
ltc:,hasIdentifier,Has Identifier,This property refers to one or more related instances of the Identifier class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,ResourceRelationship,No,No,original,08/07/2022,
ltc:,hasReference,Has Reference,This property refers to one or more related instances of the Reference class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,ResourceRelationship,No,No,original,08/07/2022,
dwc:,relatedResourceID,Related Resource ID,"An identifier for a related resource (the object, rather than the subject of the relationship).",,,`dc609808-b09b-11e8-96f8-529269fb1459`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,ResourceRelationship,No,No,original,08/07/2022,
ltc:,relatedResourceName,Related Resource Name,A short textual name for the related resource.,,"This property can be used to list resources related to the source entity which lack an identifier, for example if a separate record for that resource doesn't yet exist. In the Collection Description standard, a use of this is to list named subcollections of a larger collections at a time when the resources might not be available to create a full Collection Description for each of them. If at a later point a Collection Description record is created for the subcollection, an identifier can be added to the relatedResourceID property to maintain the same relationship.","`FMNH Mammals`, `TNHC Vertebrates`, `Sloane Herbarium`, `Grant Southwest Ceramics Collection`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,ResourceRelationship,No,No,original,08/07/2022,
dwc:,relationshipAccordingTo,Relationship According To,"The source (person, organization, publication, reference) establishing the relationship between the two resources.",,,`Julie Woodruff`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,ResourceRelationship,No,Yes,original,08/07/2022,
dwc:,relationshipEstablishedDate,Relationship Established Date,The date-time on which the relationship between the two resources was established.,,Recommended best practice is to use a date that conforms to ISO 8601-1:2019.,"`1963-03-08T14:07-0600`, `2009-02-20T08:40Z`, `2018-08-29T15:19`, `1809-02-12`, `1906-06`, `1971`, `2007-03-01T13:00:00Z/2008-05-11T15:30:00Z`, `1900/1909`, `2007-11-13/15`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,ResourceRelationship,No,No,original,08/07/2022,
dwc:,relationshipOfResource,Relationship Of Resource,The relationship of the subject (identified by resourceID) to the object (identified by relatedResourceID).,The relationship of the resource identified by relatedResourceID to the subject (optionally identified by the resourceID).,Recommended best practice is to use a controlled vocabulary. https://schema.org/Property,"`part of`, `contains`, `same as`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,ResourceRelationship,Yes,No,original,08/07/2022,
dwc:,relationshipRemarks,Relationship Remarks,Comments or notes about the relationship between the two resources.,,,"`The Darwin fossil collection makes up part of the museum's palaeontology collection.`, `Some of the same Madagascan bryophytes are included in both of these collections.`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,ResourceRelationship,No,No,original,08/07/2022,
dwc:,resourceID,Resource ID,An identifier for the resource that is the subject of the relationship.,,,`f809b9e0-b09b-11e8-96f8-529269fb1459`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,ResourceRelationship,Yes,No,original,08/07/2022,
dwc:,resourceRelationshipID,Resource Relationship ID,"An identifier for an instance of relationship between one resource (the subject) and another (relatedResource, the object).",,,`04b16710-b09c-11e8-96f8-529269fb1459`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,ResourceRelationship,No,No,original,08/07/2022,
ltc:,Role,Role,The function of a Person with respect to an activity or entity.,,"While this class contains no mandatory properties, it's recommended that at least one of the roleName and hasIdentifier properties are used to specify the intended role. Where appropriate, the use of controlled vocabularies such as the CRediT contributor roles taxonomy (https://credit.niso.org) is encouraged.",,http://www.w3.org/2000/01/rdf-schema#Class,Role,No,Yes,proposed,06/04/2023,
ltc:,hasIdentifier,Has Identifier,This property refers to one or more related instances of the Identifier class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,Role,No,Yes,proposed,06/04/2023,
ltc:,roleName,Role Name,A short descriptive name for the role.,,,"`Director`, `Chair`, `Record owner`, `Primary Latimer Core record contact`, `Primary collection contact`, `Owner`, `Curator`, `Collection manager`, `Head of department`, `Registrar`,`Data curation`,`Supervision`,`Collecting`,`Curation`,`Conservation`,`Funding`,`Imaging`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,Role,No,No,proposed,06/04/2023,
ltc:,SchemeMeasurementOrFact,Scheme Measurement Or Fact,"A type of measurement or fact used by the CollectionDescriptionScheme, and the rules relating to its application.",,"This class can be used to specify the qualitative and quantitative metrics that will be included in the CollectionDescriptionScheme using the MeasurementOrFact class, and dictate whether each will be mandatory and/or repeatable. This information can be used by software and queries to constrain and validate the Latimer Core dataset, and determine how and whether metrics can be aggregated and reported. The schemeMeasurementType property should correspond to the measurementType property of the MeasurementOrFact class in order to make the relevant association between the scheme definition and the stored data.",,http://www.w3.org/2000/01/rdf-schema#Class,SchemeMeasurementOrFact,No,Yes,original,08/07/2022,
ltc:,hasIdentifier,Has Identifier,This property refers to one or more related instances of the Identifier class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,SchemeMeasurementOrFact,No,No,original,08/07/2022,
ltc:,hasReference,Has Reference,This property refers to one or more related instances of the Reference class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,SchemeMeasurementOrFact,No,No,original,08/07/2022,
ltc:,isMandatoryMetric,Is Mandatory Metric,A flag to designate whether it is mandatory or optional for every collection description within the CollectionDescriptionScheme to include the measurement or fact defined by the schemeMeasurementType property.,,This flag can be used for software automation and data validation.,"`true`, `false`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,SchemeMeasurementOrFact,Yes,No,original,08/07/2022,
ltc:,isRepeatableMetric,Is Repeatable Metric,A flag to designate whether multiple instances of the same schemeMeasurementType may be attached to a single entity.,,"For example, this property can be used to stipulate that, using the MeasurementOrFact class, only one 'Object count' may be attached to an ObjectGroup, but multiple 'Curator notes' may be attached to the same ObjectGroup.","`true`, `false`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,SchemeMeasurementOrFact,Yes,No,original,08/07/2022,
ltc:,schemeMeasurementType,Scheme Measurement Type,A category of quantitative metric or qualitative fact that can be included in the CollectionDescriptionScheme.,,"The schemeMeasurementType should correspond to, and be used to catalogue and/or constrain, the values that can be used in the measurementType property of the MeasurementOrFact class.","`Imaged Level Percentage`, `Storage Volume`, `Object Count`, `MIDS-0 Object Count`, `Historical Narrative`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,SchemeMeasurementOrFact,Yes,No,original,08/07/2022,
ltc:,SchemeTerm,Scheme Term,A Latimer Core term used by the CollectionDescriptionScheme and the rules relating to its application.,,"This class can be used to define which of the terms (classes and/or properties) within the standard (e.g. GeographicContext, Taxon, preservationMethod) are expected to be used within the scheme, and specify whether they're mandatory and/or repeatable. This information can be used by software and queries to validate the data and understand the rules by which metrics can be reported against the specified term.",,http://www.w3.org/2000/01/rdf-schema#Class,SchemeTerm,No,Yes,original,08/07/2022,
ltc:,hasIdentifier,Has Identifier,This property refers to one or more related instances of the Identifier class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,SchemeTerm,No,No,original,08/07/2022,
ltc:,hasReference,Has Reference,This property refers to one or more related instances of the Reference class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,SchemeTerm,No,No,original,08/07/2022,
ltc:,isMandatoryTerm,Is Mandatory Term,A flag to designate whether it is mandatory or optional for all ObjectGroups in the CollectionDescriptionScheme to include or be linked to valid data for the class or property defined in the termName property.,,"This flag can be used for software automation and data validation. For example, if the termName is 'preservationMethod' (a property) and isMandatoryTerm is 'true', then an interface or query should always expect a value for that property, and can validate against that expectation. If the termName is Taxon (a class) and isMandatoryTerm is 'true', then similarly the expectation will be that at least one populated Taxon object is linked to every ObjectGroup. If the isRepeatableTerm property is set to 'false', then the expectation will be that exactly one populated Taxon object is linked to every ObjectGroup and no more.","`true`, `false`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,SchemeTerm,Yes,No,original,08/07/2022,
ltc:,isRepeatableTerm,Is Repeatable Term,A flag to designate whether multiple instances of the Latimer Core class or property defined in the termName property may be attached to a single ObjectGroup.,,"This property essentially defines whether the property or class is used for a 'tagging' approach (e.g. attaching multiple Taxon records to the same ObjectGroup to reflect the taxonomic scope, or a 'dimensional' approach (e.g. attaching a single GeologicalContext to an ObjectGroup, to show that it represents only objects from the Mesozoic). This has implications on how metrics may be handled, and more information is available in the non-normative guidance.","`true`, `false`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,SchemeTerm,Yes,No,original,08/07/2022,
ltc:,termName,Term Name,The name of a class or property within the Latimer Core standard that is included in the CollectionDescriptionScheme.,,The values of this property are constrained to the names of terms (classes or properties) within the Latimer Core standard.,"`GeographicContext`, `Taxon`, `preservationMethod`, `discipline`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,SchemeTerm,Yes,No,original,08/07/2022,
ltc:,StorageLocation,Storage Location,"A physical location (such as a building, room, cabinet or drawer) within the holding institution where objects associated with the collection description are stored or exhibited.",,,,http://www.w3.org/2000/01/rdf-schema#Class,StorageLocation,No,Yes,original,08/07/2022,
ltc:,hasAddress,Has Address,This property refers to one or more related instances of the Address class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,StorageLocation,No,No,original,08/07/2022,
ltc:,hasIdentifier,Has Identifier,This property refers to one or more related instances of the Identifier class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,StorageLocation,No,No,original,08/07/2022,
ltc:,hasMeasurementOrFact,Has Measurement Or Fact,This property refers to one or more related instances of the MeasurementOrFact class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,StorageLocation,No,No,original,08/07/2022,
ltc:,hasReference,Has Reference,This property refers to one or more related instances of the Reference class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,StorageLocation,No,No,original,08/07/2022,
ltc:,locationDescription,Location Description,Short textual description of the storage location of the group of items,,,`Backlog on top of Rosaceae cupboards`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,StorageLocation,No,No,original,23/09/2022,
ltc:,locationName,Location Name,A label used to identify a place where the collection is stored.,,This is the lowest level of storage location for the object group (collection or sub-collection).,"`Building A`, `Cryptogamic herbarium`, `Cupboard C1`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,StorageLocation,Yes,No,original,08/07/2022,
ltc:,locationType,Location Type,The nature of the location where the collection is stored.,,"This defines the type of storage location named in locationName, and may refer to static locations or moveable containers.","`Site`, `Building`, `Floor`, `Room`, `Cabinet`, `Drawer`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,StorageLocation,No,No,original,08/07/2022,
dwc:,Taxon,Taxon,A group of organisms (sensu http://purl.obolibrary.org/obo/OBI_0100026) considered by taxonomists to form a homogeneous unit.,,,,http://www.w3.org/2000/01/rdf-schema#Class,Taxon,No,Yes,original,08/07/2022,
dwc:,genus,Genus,The full scientific name of the genus in which the taxon is classified.,The full scientific name of the genus in which the collection's taxa are classified.,,"`Puma`, `Monoclea`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,Taxon,No,No,original,08/07/2022,
ltc:,hasIdentifier,Has Identifier,This property refers to one or more related instances of the Identifier class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,Taxon,No,No,original,08/07/2022,
ltc:,hasMeasurementOrFact,Has Measurement Or Fact,This property refers to one or more related instances of the MeasurementOrFact class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,Taxon,No,No,original,08/07/2022,
